Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Ocelot.Configuration.Parser,ClaimToThingConfigurationParser,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Parser\ClaimToThingConfigurationParser.cs,Extract,The following statement contains a magic number: instructions.Length > 2 && _indexRegex.IsMatch(instructions[1])
Magic Number,Ocelot.Configuration.Repository,ConsulFileConfigurationPollerOption,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Repository\ConsulFileConfigurationPollerOption.cs,GetDelay,The following statement contains a magic number: int delay = 1000;
Magic Number,Ocelot.DownstreamRouteFinder.UrlMatcher,UrlPathPlaceholderNameAndValueFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\UrlMatcher\UrlPathPlaceholderNameAndValueFinder.cs,IsCatchAll,The following statement contains a magic number: return string.IsNullOrEmpty(path) || (path.Length > counterForPath && path[counterForPath] == '/') && pathTemplate.Length > 1                      && pathTemplate.Substring(0' 2) == "/{"                      && pathTemplate.IndexOf('}') == pathTemplate.Length - 1;
Magic Number,Ocelot.Errors.Middleware,ExceptionHandlerMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Errors\Middleware\ExceptionHandlerMiddleware.cs,SetInternalServerErrorOnResponse,The following statement contains a magic number: httpContext.Response.StatusCode = 500;
Magic Number,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,GetDownstreamBaseUrl,The following statement contains a magic number: return x =>             {                 var downstreamUrl = $"{x.Scheme}://{x.Host}";                  if (x.Port != 80 && x.Port != 443)                 {                     downstreamUrl = $"{downstreamUrl}:{x.Port}";                 }                  return $"{downstreamUrl}/";             };
Magic Number,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,GetDownstreamBaseUrl,The following statement contains a magic number: return x =>             {                 var downstreamUrl = $"{x.Scheme}://{x.Host}";                  if (x.Port != 80 && x.Port != 443)                 {                     downstreamUrl = $"{downstreamUrl}:{x.Port}";                 }                  return $"{downstreamUrl}/";             };
Magic Number,Ocelot.Requester,HttpClientBuilder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\HttpClientBuilder.cs,HttpClientBuilder,The following statement contains a magic number: _defaultTimeout = TimeSpan.FromSeconds(90);
Magic Number,Ocelot.Requester,HttpClientBuilder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\HttpClientBuilder.cs,Save,The following statement contains a magic number: _cacheHandlers.Set(_cacheKey' _client' TimeSpan.FromHours(24));
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 401;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 403;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 503;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 499;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 404;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 502;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 500;
Magic Number,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The following statement contains a magic number: return 404;
