Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_aggregates_are_duplicate_of_re_routes,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/tom"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Tom"'                              UpstreamHost = "localhost"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }'                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_if_aggregates_are_not_duplicate_of_re_routes,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/tom"'                              UpstreamHttpMethod = new List<string> { "Post" }'                              Key = "Tom"'                              UpstreamHost = "localhost"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }'                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_if_aggregates_are_not_duplicate_of_re_routes,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/tom"'                              UpstreamHttpMethod = new List<string> { "Post" }'                              Key = "Tom"'                              UpstreamHost = "localhost"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }'                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_aggregates_are_duplicate_of_aggregates,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/lol"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Tom"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }'                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_aggregates_are_duplicate_of_aggregates,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/lol"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Tom"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }'                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/tom"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_re_routes_dont_exist_for_aggregate,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_aggregate_has_re_routes_with_specific_request_id_keys,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/tom"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              RequestIdKey = "should_fail"'                              Key = "Tom"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_aggregate_has_re_routes_with_specific_request_id_keys,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                      {                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51878'                                  }                              }'                              UpstreamPathTemplate = "/laura"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              Key = "Laura"                          }'                          new FileRoute                          {                              DownstreamPathTemplate = "/"'                              DownstreamScheme = "http"'                              DownstreamHostAndPorts = new List<FileHostAndPort>                              {                                  new FileHostAndPort                                  {                                      Host = "localhost"'                                      Port = 51880'                                  }                              }'                              UpstreamPathTemplate = "/tom"'                              UpstreamHttpMethod = new List<string> { "Get" }'                              RequestIdKey = "should_fail"'                              Key = "Tom"                          }                      }'                  Aggregates = new List<FileAggregateRoute>                      {                          new FileAggregateRoute                          {                              UpstreamPathTemplate = "/"'                              UpstreamHost = "localhost"'                              RouteKeys = new List<string>                              {                                  "Tom"'                                  "Laura"                              }                          }                      }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_scheme_in_downstream_or_upstream_template,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "http://www.bbc.co.uk/api/products/{productId}"'                          UpstreamPathTemplate = "http://asdf.com"                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .Then(x => x.ThenTheErrorIs<FileValidationFailedError>())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(1' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(2' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains scheme"))                    .And(x => x.ThenTheErrorMessageAtPositionIs(3' "Upstream Path Template http://asdf.com contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(4' "Upstream Path Template http://asdf.com doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(5' "Upstream Path Template http://asdf.com contains scheme"))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_scheme_in_downstream_or_upstream_template,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "http://www.bbc.co.uk/api/products/{productId}"'                          UpstreamPathTemplate = "http://asdf.com"                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .Then(x => x.ThenTheErrorIs<FileValidationFailedError>())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(1' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(2' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains scheme"))                    .And(x => x.ThenTheErrorMessageAtPositionIs(3' "Upstream Path Template http://asdf.com contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(4' "Upstream Path Template http://asdf.com doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(5' "Upstream Path Template http://asdf.com contains scheme"))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_scheme_in_downstream_or_upstream_template,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "http://www.bbc.co.uk/api/products/{productId}"'                          UpstreamPathTemplate = "http://asdf.com"                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .Then(x => x.ThenTheErrorIs<FileValidationFailedError>())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(1' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(2' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains scheme"))                    .And(x => x.ThenTheErrorMessageAtPositionIs(3' "Upstream Path Template http://asdf.com contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(4' "Upstream Path Template http://asdf.com doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(5' "Upstream Path Template http://asdf.com contains scheme"))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_scheme_in_downstream_or_upstream_template,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "http://www.bbc.co.uk/api/products/{productId}"'                          UpstreamPathTemplate = "http://asdf.com"                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .Then(x => x.ThenTheErrorIs<FileValidationFailedError>())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(1' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(2' "Downstream Path Template http://www.bbc.co.uk/api/products/{productId} contains scheme"))                    .And(x => x.ThenTheErrorMessageAtPositionIs(3' "Upstream Path Template http://asdf.com contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .And(x => x.ThenTheErrorMessageAtPositionIs(4' "Upstream Path Template http://asdf.com doesnt start with forward slash"))                  .And(x => x.ThenTheErrorMessageAtPositionIs(5' "Upstream Path Template http://asdf.com contains scheme"))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_upstream_url_contains_forward_slash_then_another_forward_slash,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "/api/products/"'                          UpstreamPathTemplate = "//api/prod/"'                          DownstreamHostAndPorts = new List<FileHostAndPort>                          {                              new FileHostAndPort                              {                                  Host = "bbc.co.uk"'                                  Port = 80                              }                          }'                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Upstream Path Template //api/prod/ contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_invalid_if_downstream_url_contains_forward_slash_then_another_forward_slash,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "//api/products/"'                          UpstreamPathTemplate = "/api/prod/"'                          DownstreamHostAndPorts = new List<FileHostAndPort>                          {                              new FileHostAndPort                              {                                  Host = "bbc.co.uk"'                                  Port = 80                              }                          }'                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsNotValid())                  .And(x => x.ThenTheErrorMessageAtPositionIs(0' "Downstream Path Template //api/products/ contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature."))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_with_using_service_discovery_and_service_name,The following statement contains a magic number: this.Given(x => x.GivenAConfiguration(new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "/api/products/"'                          UpstreamPathTemplate = "/asdf/"'                          UpstreamHttpMethod = new List<string> {"Get"}'                          ServiceName = "Test"                      }                  }'                  GlobalConfiguration = new FileGlobalConfiguration                  {                      ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                      {                          Scheme = "https"'                          Type = "servicefabric"'                          Host = "localhost"'                          Port = 1234                      }                  }              }))                  .When(x => x.WhenIValidateTheConfiguration())                  .Then(x => x.ThenTheResultIsValid())                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_be_valid_re_route_using_host_and_port_and_paths,The following statement contains a magic number: var fileRoute = new FileRoute              {                  DownstreamPathTemplate = "/test"'                  UpstreamPathTemplate = "/test"'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 5000                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_be_valid_if_specified_authentication_provider_is_registered,The following statement contains a magic number: var fileRoute = new FileRoute              {                  DownstreamPathTemplate = "/test"'                  UpstreamPathTemplate = "/test"'                  AuthenticationOptions = new FileAuthenticationOptions                  {                      AuthenticationProviderKey = key                  }'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 5000                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_be_valid_re_route_using_downstream_http_version,The following statement contains a magic number: var fileRoute = new FileRoute              {                  DownstreamPathTemplate = "/test"'                  UpstreamPathTemplate = "/test"'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 5000'                      }'                  }'                  DownstreamHttpVersion = version'              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_be_invalid_re_route_using_downstream_http_version,The following statement contains a magic number: var fileRoute = new FileRoute              {                  DownstreamPathTemplate = "/test"'                  UpstreamPathTemplate = "/test"'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 5000'                      }'                  }'                  DownstreamHttpVersion = version'              };
Magic Number,Ocelot.UnitTests.Consul,ConsulFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulFileConfigurationRepositoryTests.cs,FakeFileConfiguration,The following statement contains a magic number: var routes = new List<FileRoute>              {                  new FileRoute                  {                      DownstreamHostAndPorts = new List<FileHostAndPort>                      {                          new FileHostAndPort                          {                              Host = "123.12.12.12"'                              Port = 80'                          }                      }'                      DownstreamScheme = "https"'                      DownstreamPathTemplate = "/asdfs/test/{test}"                  }              };
Magic Number,Ocelot.UnitTests.Consul,ConsulFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulFileConfigurationRepositoryTests.cs,FakeFileConfiguration,The following statement contains a magic number: var globalConfiguration = new FileGlobalConfiguration              {                  ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                  {                      Scheme = "https"'                      Port = 198'                      Host = "blah"                  }              };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ConsulServiceDiscoveryProviderTests,The following statement contains a magic number: _port = 8500;
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_return_service_from_consul,The following statement contains a magic number: var serviceEntryOne = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = "localhost"'                     Port = 50881'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]                 }'             };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_use_token,The following statement contains a magic number: var serviceEntryOne = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = "localhost"'                     Port = 50881'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]'                 }'             };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_not_return_services_with_invalid_address,The following statement contains a magic number: var serviceEntryOne = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = "http://localhost"'                     Port = 50881'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]                 }'             };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_not_return_services_with_invalid_address,The following statement contains a magic number: var serviceEntryTwo = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = "http://localhost"'                     Port = 50888'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]                 }'             };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_not_return_services_with_empty_address,The following statement contains a magic number: var serviceEntryOne = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = ""'                     Port = 50881'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]                 }'             };
Magic Number,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,should_not_return_services_with_empty_address,The following statement contains a magic number: var serviceEntryTwo = new ServiceEntry()             {                 Service = new AgentService()                 {                     Service = _serviceName'                     Address = null'                     Port = 50888'                     ID = Guid.NewGuid().ToString()'                     Tags = new string[0]                 }'             };
Magic Number,Ocelot.UnitTests.Consul,PollingConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\PollingConsulServiceDiscoveryProviderTests.cs,WhenIGetTheServices,The following statement contains a magic number: var result = Wait.WaitFor(3000).Until(() =>                 {                     try                     {                         _result = provider.Get().GetAwaiter().GetResult();                         if (_result.Count == expected)                         {                             return true;                         }                          return false;                     }                     catch (Exception)                     {                         return false;                     }                 });
Magic Number,Ocelot.UnitTests.Consul,ProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ProviderFactoryTests.cs,should_return_PollingConsulServiceDiscoveryProvider,The following statement contains a magic number: var stopsPollerFromPolling = 10000;
